agent_id,environment_name,eval_episode_return,frame,normalized_return,seed
NoisyNet_double,alien,122.0,0,-0.015333555558776217,0
NoisyNet_double,alien,422.0,400000,0.028145335439644054,0
NoisyNet_double,alien,518.0,800000,0.04205858055913854,0
NoisyNet_double,alien,688.0,1200000,0.06669661879157669,0
NoisyNet_double,alien,744.0,1600000,0.07481267844461514,0
NoisyNet_double,alien,700.0,2000000,0.0684357744315135,0
NoisyNet_double,alien,654.0,2400000,0.06176901114508906,0
NoisyNet_double,alien,680.0,2800000,0.06553718169828548,0
NoisyNet_double,alien,698.0,3200000,0.0681459151581907,0
NoisyNet_double,alien,720.0,3600000,0.07133436716474152,0
NoisyNet_double,alien,754.0,4000000,0.07626197481122916,0
NoisyNet_double,alien,1104.0,4400000,0.12698734764271946,0
NoisyNet_double,alien,1066.0,4800000,0.12148002144958624,0
NoisyNet_double,alien,778.0,5200000,0.07974028609110279,0
NoisyNet_double,alien,936.0,5600000,0.10263916868360412,0
NoisyNet_double,alien,922.0,6000000,0.1006101537703445,0
NoisyNet_double,alien,760.0,6400000,0.07713155263119756,0
NoisyNet_double,alien,786.0,6800000,0.08089972318439399,0
NoisyNet_double,alien,942.0,7200000,0.10350874650357253,0
NoisyNet_double,alien,850.0,7600000,0.09017521993072365,0
NoisyNet_double,alien,996.0,8000000,0.11133494688328818,0
NoisyNet_double,alien,1194.0,8400000,0.14003101494224554,0
NoisyNet_double,alien,828.0,8800000,0.08698676792417283,0
NoisyNet_double,alien,1028.0,9200000,0.115972695256453,0
NoisyNet_double,alien,1192.0,9600000,0.13974115566892276,0
NoisyNet_double,alien,1082.0,10000000,0.12379889563616865,0
NoisyNet_double,alien,926.0,10400000,0.10118987231699011,0
NoisyNet_double,alien,1040.0,10800000,0.11771185089638982,0
NoisyNet_double,alien,920.0,11200000,0.1003202944970217,0
NoisyNet_double,alien,1020.0,11600000,0.11481325816316179,0
NoisyNet_double,alien,1010.0,12000000,0.11336396179654779,0
NoisyNet_double,alien,1360.0,12400000,0.1640893346280381,0
NoisyNet_double,alien,974.0,12800000,0.10814649487673736,0
NoisyNet_double,alien,1084.0,13200000,0.12408875490949145,0
NoisyNet_double,alien,1008.0,13600000,0.11307410252322499,0
NoisyNet_double,alien,1032.0,14000000,0.11655241380309861,0
NoisyNet_double,alien,1052.0,14400000,0.11945100653632662,0
NoisyNet_double,alien,828.0,14800000,0.08698676792417283,0
NoisyNet_double,alien,1134.0,15200000,0.1313352367425615,0
NoisyNet_double,alien,1552.0,15600000,0.19191582486702707,0
NoisyNet_double,alien,912.0,16000000,0.0991608574037305,0
NoisyNet_double,alien,904.0,16400000,0.09800142031043929,0
NoisyNet_double,alien,1328.0,16800000,0.15945158625487327,0
NoisyNet_double,alien,1114.0,17200000,0.1284366440093335,0
NoisyNet_double,alien,1098.0,17600000,0.12611776982275108,0
NoisyNet_double,alien,1122.0,18000000,0.1295960811026247,0
NoisyNet_double,alien,1126.0,18400000,0.13017579964927029,0
NoisyNet_double,alien,1166.0,18800000,0.13597298511572634,0
NoisyNet_double,alien,1434.0,19200000,0.17481412774098176,0
NoisyNet_double,alien,1150.0,19600000,0.13365411092914392,0
NoisyNet_double,alien,1054.0,20000000,0.11974086580964943,0
NoisyNet_double,alien,1230.0,20400000,0.145248481862056,0
NoisyNet_double,alien,2232.0,20800000,0.2904679777967797,0
NoisyNet_double,alien,1462.0,19600000,0.178872157567501,0
NoisyNet_double,alien,1236.0,20000000,0.1461180596820244,0
NoisyNet_double,alien,1494.0,20400000,0.18350990594066582,0
NoisyNet_double,alien,1244.0,20800000,0.1472774967753156,0
NoisyNet_double,alien,854.0,21200000,0.09075493847736925,0
NoisyNet_double,alien,1028.0,21600000,0.115972695256453,0
NoisyNet_double,alien,1434.0,22000000,0.17481412774098176,0
NoisyNet_double,alien,1312.0,22400000,0.15713271206829085,0
NoisyNet_double,alien,1490.0,22800000,0.18293018739402023,0
NoisyNet_double,alien,1456.0,23200000,0.17800257974753259,0
NoisyNet_double,alien,1228.0,23600000,0.14495862258873318,0
NoisyNet_double,alien,1022.0,24000000,0.1151031174364846,0
NoisyNet_double,alien,1018.0,24400000,0.11452339888983899,0
NoisyNet_double,alien,1458.0,24800000,0.1782924390208554,0
NoisyNet_double,alien,1226.0,25200000,0.14466876331541037,0
NoisyNet_double,alien,1050.0,25600000,0.11916114726300382,0
NoisyNet_double,alien,988.0,26000000,0.11017550978999698,0
NoisyNet_double,alien,1664.0,26400000,0.20814794417310398,0
NoisyNet_double,alien,1210.0,26800000,0.14234988912882796,0
NoisyNet_double,alien,1804.0,27200000,0.2284380933057001,0
NoisyNet_double,alien,980.0,27600000,0.10901607269670577,0
NoisyNet_double,alien,1582.0,28000000,0.1962637139668691,0
NoisyNet_double,alien,1600.0,28400000,0.19887244742677432,0
NoisyNet_double,alien,1568.0,28800000,0.1942346990536095,0
NoisyNet_double,alien,1316.0,29200000,0.15771243061493645,0
NoisyNet_double,alien,2030.0,29600000,0.2611921911911767,0
NoisyNet_double,alien,1400.0,30000000,0.16988652009449415,0
NoisyNet_double,alien,1948.0,30400000,0.24930796098494182,0
NoisyNet_double,alien,1456.0,30800000,0.17800257974753259,0
NoisyNet_double,alien,1678.0,31200000,0.21017695908636358,0
NoisyNet_double,alien,1528.0,31600000,0.18843751358715347,0
NoisyNet_double,alien,1442.0,32000000,0.17597356483427298,0
NoisyNet_double,alien,1444.0,32400000,0.17626342410759577,0
NoisyNet_double,alien,1412.0,32800000,0.17162567573443094,0
NoisyNet_double,alien,1354.0,33200000,0.1632197568080697,0
NoisyNet_double,alien,950.0,33600000,0.10466818359686374,0
NoisyNet_double,alien,1434.0,34000000,0.17481412774098176,0
NoisyNet_double,alien,1548.0,34400000,0.19133610632038148,0
NoisyNet_double,alien,1872.0,34800000,0.23829330859867537,0
NoisyNet_double,alien,1868.0,35200000,0.23771359005202977,0
NoisyNet_double,alien,1788.0,35600000,0.2261192191191177,0
NoisyNet_double,alien,1972.0,36000000,0.2527862722648154,0
NoisyNet_double,alien,1852.0,36400000,0.23539471586544736,0
NoisyNet_double,alien,1436.0,36800000,0.17510398701430457,0
